count,word
1,warming
1,warned
3,warner
2,warning
2,warranty
1,warwick
231,was
1,washob
2,wasn
12,wasn't
1,wasnt
7,waste
2,wasted
1,wasting
99,wat
1,wat'll
7,wat's
33,watch
1,watched
1,watches
1,watchin
34,watching
1,watchng
10,water
2,watever
1,watevr
2,wating
1,watr
6,wats
1,watts
2,wave
1,wavering
2,waves
102,way
1,waz
357,we
4,we'd
20,we'll
22,we're
4,we've
5,weak
1,weakness
1,weaknesses
1,weapon
5,wear
4,wearing
1,weaseling
1,weasels
6,weather
1,weather's
2,web
1,webadres
1,webeburnin
1,webpage
6,website
6,wed
1,weddin
3,wedding
1,weddingfriend
1,wedlunch
8,wednesday
1,weds
2,wee
10,weed
1,weed-deficient
120,week
2,week-stop
4,week's
1,weekdays
31,weekend
2,weekend's
8,weekends
24,weekly
15,weeks
2,weigh
1,weighed
8,weight
1,weightloss
4,weird
2,weirdest
1,weirdo
1,weirdy
1,weiyi
14,welcome
2,welcomes
120,well
1,wellda
3,welp
25,wen
1,wendy
1,wenever
62,went
1,wenwecan
6,wer
62,were
1,werebored
1,weren't
1,werethe
1,wesley
1,wesleys
2,west
1,western
2,westlife
1,westonzoyland
1,westshore
5,wet
1,wetherspoons
1,wewa
1,whassup
270,what
22,what's
17,whatever
17,whats
2,whatsup
1,wheat
1,wheel
1,wheellock
296,when
1,when're
3,when's
11,whenever
3,whenevr
1,whens
111,where
8,where's
1,whereare
6,wherever
1,wherevr
1,wherre's
5,whether
61,which
28,while
1,whilltake
1,whispers
5,white
2,whn
114,who
7,who's
1,whoever
14,whole
4,whom
1,whore
3,whos
2,whose
2,whr
84,why
1,wi
1,wicked
1,wicket
2,wicklow
21,wid
2,widelive
27,wif
28,wife
1,wifes
2,wifi
2,wihtuot
1,wikipedia
19,wil
1,wild
1,wildest
1,wildlife
390,will
6,willing
1,willpower
74,win
2,wind
2,window
2,windows
1,winds
1,windy
11,wine
1,wined
1,wings
1,wining
16,winner
1,winnersclub
3,winning
5,wins
1,winterstone
1,wipe
2,wipro
3,wisdom
3,wise
54,wish
1,wisheds
8,wishes
2,wishin
10,wishing
1,wishlist
2,wiskey
15,wit
383,with
1,withdraw
1,wither
13,within
28,without
1,witin
1,witot
1,witout
8,wiv
1,wizzle
40,wk
4,wkend
2,wkent
2,wkg
14,wkly
1,wknd
2,wks
1,wlcome
2,wld
2,wml
3,wn
1,wnevr
6,wnt
2,wo
1,woah
1,wocay
10,woke
2,woken
5,woman
1,womdarfull
3,women
73,won
22,won't
1,wondar
1,wondarfull
11,wonder
16,wonderful
9,wondering
4,wonders
34,wont
1,woo
1,woodland
1,woods
1,woohoo
2,woot
1,woould
1,woozles
1,worc
38,word
23,words
101,work
1,workage
1,workand
8,workin
29,working
1,workout
6,works
37,world
1,world's
2,worlds
1,worms
10,worried
9,worries
24,worry
1,worrying
7,worse
2,worst
17,worth
1,worthless
26,wot
1,wotu
1,wotz
1,woul
76,would
2,woulda
5,wouldn't
1,wounds
12,wow
4,wrc
1,wrecked
1,wrench
1,wrenching
1,wright
10,write
1,writhing
3,wrk
1,wrkin
1,wrking
1,wrks
1,wrld
2,wrnog
15,wrong
1,wrongly
2,wrote
3,ws
3,wt
1,wtc
4,wtf
1,wth
1,wthout
1,wtlp
3,wud
1,wudn't
2,wuld
1,wuldnt
7,wun
100,www
4,wylie
55,x
1,x-net
1,x'mas
1,xafter
2,xam
3,xavier
5,xchat
1,xclusive
1,xin
1,xin's
27,xmas
1,xoxo
1,xt
3,xuhui
18,xx
1,xxsp
1,xxuk
35,xxx
2,xxxmobilemovieclub
5,xxxx
2,xxxxx
1,xxxxxx
1,xxxxxxx
1,xxxxxxxx
1,xxxxxxxxxxxxxx
9,xy
44,y
1,y'day
58,ya
1,yah
8,yahoo
1,yalrigu
1,yalru
1,yam
5,yan
13,yar
2,yarasu
1,yards
1,yavnt
1,yaxx
1,yaxxx
6,yay
2,yck
87,yeah
50,year
25,years
1,yeesh
3,yeh
2,yelling
2,yellow
1,yelow
1,yen
1,yeovil
11,yep
4,yer
97,yes
7,yest
24,yesterday
50,yet
1,yetty's
4,yetunde
1,yhl
1,yi
1,yifeng
7,yijue
5,ym
1,ymca
38,yo
1,yo-here
7,yoga
5,yogasana
3,yor
1,yorge
2155,you
8,you'd
1,you'ld
14,you'll
51,you're
14,you've
1,youdoing
1,youi
1,young
1,younger
1,youphone
680,your
1,your's
2,youre
1,yourinclusive
1,yourjob
23,yours
22,yourself
1,youuuuu
1,youwanna
1,yoville
1,yowifes
1,yoyyooo
14,yr
8,yrs
1,ystrday
1,yummmm
3,yummy
5,yun
2,yunny
4,yuo
1,yuou
43,yup
1,yupz
1,z
1,zac
1,zaher's
1,zealand
1,zebra
6,zed
1,zeros
1,zhong
2,zindgi
2,zoe
1,zogtorius
1,zoom
1,zouk
1,zyada
29,TRUE
